checklist_id,checklist_tab,checklist_entry,category,mapping_type,guide_location,branch_name,exclusion_reason,source_note_refs,status,notes,objective_id,matched_objective_name,route_block,disposition,prototype_status,deferred_to,match_status,match_source,raw_sheet_row,raw_cell,raw_group,raw_status,raw_detail
CHK-COLLECTIBLE-ITEMS-2589,Collectible Items,Firebrand Wine Case,collectible_item,Main-route prototype block,G07,,,SN-000127-checklist-counter-route-mechanics.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-002788,Quest Item: Firebrand Wine Case,G07,anchored_window,anchored_window,TB-034/TB-037,matched,objective_alias,16,K16,Miscellaneous Collectibles,N,Blue Palace
CHK-COLLECTIBLE-ITEMS-2590,Collectible Items,Glenmoril Witch Head,collectible_item,Main-route prototype block,route_anchor_window,,,SN-000003-companions-primary-quests.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000023,Blood's Honor,,anchored_window,anchored_window,route_anchor_window,matched,checklist_detail_quest_alias,17,K17,Miscellaneous Collectibles,N,"""Blood's Honor"" quest"
CHK-COLLECTIBLE-ITEMS-2591,Collectible Items,Initiate's Ewer (DG),collectible_item,Main-route prototype block,TB-034,,,SN-000027-dawnguard-quest-inventory.md | SN-000028-dawnguard-trophy-caveats.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000363,Touching the Sky,,dependency_anchor,dependency_anchor_pending,TB-034,matched,checklist_detail_quest_alias,18,K18,Miscellaneous Collectibles,N,"""Touching the Sky"" quest"
CHK-COLLECTIBLE-ITEMS-2592,Collectible Items,Kagrumez Resonance Gem,collectible_item,Main-route prototype block,TB-034,,,SN-000032-dragonborn-side-misc-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000468,The Kagrumez Gauntlet,,dependency_anchor,dependency_anchor_pending,TB-034,matched,checklist_detail_quest_alias,19,K19,Miscellaneous Collectibles,N,"""The Kagrumez Gauntlet"" quest. 5 copies."
CHK-COLLECTIBLE-ITEMS-2593,Collectible Items,Map of Dragon Burials,collectible_item,Main-route prototype block,G02,,,SN-000127-checklist-counter-route-mechanics.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-002789,Quest Item: Map of Dragon Burials,G02,anchored_window,anchored_window,TB-034/TB-037,matched,objective_alias,20,K20,Miscellaneous Collectibles,N,Secret quest room in Sleeping Giant Inn
CHK-COLLECTIBLE-ITEMS-2594,Collectible Items,Michaela's Flagon,collectible_item,Main-route prototype block,TB-031B/TB-031E/TB-034,,,SN-000059-unique-item-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001747,Unique Item: Michaela's Flagon,,dependency_anchor,dependency_anchor_pending,TB-031B/TB-031E/TB-034,matched,objective_alias,21,K21,Miscellaneous Collectibles,N,Thonnir's House
CHK-COLLECTIBLE-ITEMS-2595,Collectible Items,Olava's Token,collectible_item,Main-route prototype block,TB-034,,,SN-000014-dark-brotherhood-contracts-radiants-misc.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000163,Locate the Assassin of Old,,dependency_anchor,dependency_anchor_pending,TB-034,matched,checklist_detail_quest_alias,22,K22,Miscellaneous Collectibles,N,"""Locate the Assassin of Old"" quest"
CHK-COLLECTIBLE-ITEMS-2596,Collectible Items,Pelagius' Hip Bone,collectible_item,Main-route prototype block,route_anchor_window,,,SN-000015-daedric-quest-inventory.md | SN-000016-daedric-trophy-and-artifact-risks.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000178,The Mind of Madness,,anchored_window,anchored_window,route_anchor_window,matched,checklist_detail_quest_alias,23,K23,Miscellaneous Collectibles,N,"""The Mind of Madness"" quest"
CHK-COLLECTIBLE-ITEMS-2597,Collectible Items,Right Eye of the Falmer,collectible_item,Main-route prototype block,G10,,,SN-000005-thieves-guild-primary-quests.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000045,Blindsighted,G10,route_block,held_hard_gate,level_46_classic_reward_loop,matched,checklist_detail_quest_alias,24,K24,Miscellaneous Collectibles,N,"""Blindsighted"" quest"
CHK-COLLECTIBLE-ITEMS-2598,Collectible Items,Runed Lexicon,collectible_item,Main-route prototype block,TB-028/TB-032,,,SN-000015-daedric-quest-inventory.md | SN-000016-daedric-trophy-and-artifact-risks.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000168,Discerning the Transmundane,,anchored_window,anchored_window,TB-028/TB-032,matched,checklist_detail_quest_alias,25,K25,Miscellaneous Collectibles,N,"""Discerning the Transmundane"" quest"
CHK-COLLECTIBLE-ITEMS-2599,Collectible Items,Saerek's Skull Key,collectible_item,Main-route prototype block,TB-034,,,SN-000025-bounty-dungeon-misc-tutorial-inventory.md | SN-000022-hero-of-the-people-misc-objective-caveats.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000343,Ragnvald,,dependency_anchor,dependency_anchor_pending,TB-034,matched,checklist_detail_quest_alias,26,K26,Miscellaneous Collectibles,N,"""Ragnvald"" quest"
CHK-COLLECTIBLE-ITEMS-2600,Collectible Items,Sigil Stone,collectible_item,Main-route prototype block,fixed_late_anchor,,,SN-000012-college-side-repeatable-ritual-quests.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000130,Conjuration Ritual Spell,,later_pass,held_hard_gate,fixed_late_anchor,matched,checklist_detail_quest_alias,27,K27,Miscellaneous Collectibles,N,"""Conjuration Ritual Spell"" quest"
CHK-COLLECTIBLE-ITEMS-2601,Collectible Items,Skull (DB),collectible_item,Main-route prototype block,TB-031B/TB-031E/TB-034,,,SN-000059-unique-item-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001748,Unique Item: Skull (Dragonborn),,dependency_anchor,dependency_anchor_pending,TB-031B/TB-031E/TB-034,matched,objective_alias,28,K28,Miscellaneous Collectibles,N,Kolbjorn Barrow
CHK-COLLECTIBLE-ITEMS-2602,Collectible Items,The Dancer's Flute,collectible_item,Main-route prototype block,TB-031B/TB-031E/TB-034,,,SN-000059-unique-item-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001745,Unique Item: The Dancer's Flute,,dependency_anchor,dependency_anchor_pending,TB-031B/TB-031E/TB-034,matched,objective_alias,29,K29,Miscellaneous Collectibles,N,Calixto's House of Curiosities
CHK-COLLECTIBLE-ITEMS-2603,Collectible Items,Torsten's Skull Key,collectible_item,Main-route prototype block,TB-034,,,SN-000025-bounty-dungeon-misc-tutorial-inventory.md | SN-000022-hero-of-the-people-misc-objective-caveats.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000343,Ragnvald,,dependency_anchor,dependency_anchor_pending,TB-034,matched,checklist_detail_quest_alias,30,K30,Miscellaneous Collectibles,N,"""Ragnvald"" quest"
CHK-COLLECTIBLE-ITEMS-2604,Collectible Items,Ysgramor's Soup Spoon,collectible_item,Main-route prototype block,TB-031B/TB-031E/TB-034,,,SN-000059-unique-item-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001749,Unique Item: Ysgramor's Soup Spoon,,dependency_anchor,dependency_anchor_pending,TB-031B/TB-031E/TB-034,matched,objective_alias,31,K31,Miscellaneous Collectibles,N,Calixto's House of Curiosities
CHK-COLLECTIBLE-ITEMS-2605,Collectible Items,Amethyst Paragon,collectible_item,Main-route prototype block,G14,,,SN-000062-dawnguard-finite-collectible-sets.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001843,Paragon: Amethyst Paragon,G14,checklist_mapping,held_checklist_mapping,TB-031F/TB-033,matched,objective_alias,4,N4,Paragons,N,Forgotten Vale
CHK-COLLECTIBLE-ITEMS-2606,Collectible Items,Diamond Paragon,collectible_item,Main-route prototype block,G14,,,SN-000062-dawnguard-finite-collectible-sets.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001844,Paragon: Diamond Paragon,G14,checklist_mapping,held_checklist_mapping,TB-031F/TB-033,matched,objective_alias,5,N5,Paragons,N,Forgotten Vale
CHK-COLLECTIBLE-ITEMS-2607,Collectible Items,Emerald Paragon,collectible_item,Main-route prototype block,G14,,,SN-000062-dawnguard-finite-collectible-sets.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001845,Paragon: Emerald Paragon,G14,checklist_mapping,held_checklist_mapping,TB-031F/TB-033,matched,objective_alias,6,N6,Paragons,N,Forgotten Vale
CHK-COLLECTIBLE-ITEMS-2608,Collectible Items,Ruby Paragon,collectible_item,Main-route prototype block,G14,,,SN-000062-dawnguard-finite-collectible-sets.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001846,Paragon: Ruby Paragon,G14,checklist_mapping,held_checklist_mapping,TB-031F/TB-033,matched,objective_alias,7,N7,Paragons,N,Forgotten Vale
CHK-COLLECTIBLE-ITEMS-2609,Collectible Items,Sapphire Paragon,collectible_item,Main-route prototype block,G14,,,SN-000062-dawnguard-finite-collectible-sets.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001847,Paragon: Sapphire Paragon,G14,checklist_mapping,held_checklist_mapping,TB-031F/TB-033,matched,objective_alias,8,N8,Paragons,N,Forgotten Vale
CHK-RECRUITABLE-FOLLOWERS-2610,Recruitable Followers,Adelaisa Vendicci,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,3,A3,,N,Alive: Y | Prerequisite: Rise in the East | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2611,Recruitable Followers,Aela the Huntress,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,4,A4,,N,Alive: Y | Prerequisite: Must complete companions questline | Marry: X | Blades: X | Steward: X | Pet: | Trainer: Archery
CHK-RECRUITABLE-FOLLOWERS-2612,Recruitable Followers,Agmaer,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,5,A5,,N,Alive: Y | Prerequisite: Dawnguard follower | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2613,Recruitable Followers,Ahtar,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,6,A6,,N,Alive: Y | Prerequisite: Kill the Bandit Leader† | Marry: | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2614,Recruitable Followers,Annekke Crag-Jumper,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,7,A7,,N,Alive: Y | Prerequisite: Kill the Bandit Leader† | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2615,Recruitable Followers,Aranea Ienith,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,8,A8,,N,Alive: Y | Prerequisite: The Black Star (in her favor) | Marry: | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2616,Recruitable Followers,Argis the Bulwark,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,9,A9,,N,Alive: Y | Prerequisite: Become Thane of the Reach | Marry: X | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2617,Recruitable Followers,Armored Frost Troll,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,10,A10,,N,Alive: Y | Prerequisite: Can be purchased from Gunmar in Fort Dawnguard for 500 gold. You may be given an Armored Troll instead. (Dawnguard) | Marry: | Blades: | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2618,Recruitable Followers,Armored Troll,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,11,A11,,N,Alive: Y | Prerequisite: Can be purchased from Gunmar in Fort Dawnguard for 500 gold. You may be given an Armored Frost Troll instead. (Dawnguard) | Marry: | Blades: | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2619,Recruitable Followers,Athis,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,12,A12,,N,Alive: Y | Prerequisite: Must complete companions questline | Marry: X | Blades: X | Steward: | Pet: | Trainer: One-handed
CHK-RECRUITABLE-FOLLOWERS-2620,Recruitable Followers,Beleval,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,13,A13,,N,Alive: Y | Prerequisite: Dawnguard follower | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2621,Recruitable Followers,Belrand,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,14,A14,,N,Alive: Y | Prerequisite: Hireling | Marry: X | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2622,Recruitable Followers,Benor,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,15,A15,,N,Alive: Y | Prerequisite: Fight! Fight! | Marry: X | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2623,Recruitable Followers,Borgakh the Steel Heart,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,16,A16,,N,Alive: Y | Prerequisite: Pay her dowry or pass a persuade check. | Marry: X | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2624,Recruitable Followers,Bran,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,17,A17,,N,Alive: Y | Prerequisite: An armored husky in Fort Dawnguard. (Dawnguard) | Marry: | Blades: | Steward: | Pet: X | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2625,Recruitable Followers,Brelyna Maryon,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,18,A18,,N,Alive: Y | Prerequisite: Brelyna's Practice | Marry: X | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2626,Recruitable Followers,Calder,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,19,A19,,N,Alive: Y | Prerequisite: Become Thane of Eastmarch | Marry: X | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2627,Recruitable Followers,Celann,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,20,A20,,N,Alive: Y | Prerequisite: Dawnguard follower | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2628,Recruitable Followers,Cicero,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,21,A21,,N,Alive: Y | Prerequisite: Must complete dark brotherhood questline | Marry: | Blades: | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2629,Recruitable Followers,Cosnach,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,22,A22,,N,Alive: Y | Prerequisite: Quest all Drunks Have (or) Fight! Fight! | Marry: X | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2630,Recruitable Followers,CuSith,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,23,A23,,N,Alive: Y | Prerequisite: A Death Hound in Volkihar Keep. (Dawnguard) | Marry: | Blades: | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2631,Recruitable Followers,Dark Brotherhood Initiate (female),follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,24,A24,,N,Alive: Y | Prerequisite: Must complete dark brotherhood questline | Marry: | Blades: | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2632,Recruitable Followers,Dark Brotherhood Initiate (male),follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,25,A25,,N,Alive: Y | Prerequisite: Must complete dark brotherhood questline | Marry: | Blades: | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2633,Recruitable Followers,Derkeethus,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,26,A26,,N,Alive: Y | Prerequisite: Extracting an Argonian | Marry: X | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2634,Recruitable Followers,Durak,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,27,A27,,N,Alive: Y | Prerequisite: Dawnguard follower | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2635,Recruitable Followers,Eola,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,28,A28,,N,Alive: Y | Prerequisite: The Taste of Death | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2636,Recruitable Followers,Erandur,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,29,A29,,N,Alive: Y | Prerequisite: Waking Nightmare (in his favor) | Marry: | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2637,Recruitable Followers,Erik the Slayer,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,30,A30,,N,Alive: Y | Prerequisite: Hireling | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2638,Recruitable Followers,Faendal,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,31,A31,,N,Alive: Y | Prerequisite: A Lovely Letter (in his favor) | Marry: | Blades: X | Steward: X | Pet: | Trainer: Archery
CHK-RECRUITABLE-FOLLOWERS-2639,Recruitable Followers,Farkas,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,32,A32,,N,Alive: Y | Prerequisite: Must complete companions questline | Marry: X | Blades: X | Steward: | Pet: | Trainer: Heavy Armor
CHK-RECRUITABLE-FOLLOWERS-2640,Recruitable Followers,Frea,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,33,A33,,N,Alive: Y | Prerequisite: The Fate of the Skaal | Marry: | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2641,Recruitable Followers,Garmr,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,34,A34,,N,Alive: Y | Prerequisite: A Death Hound in Volkihar Keep. (Dawnguard) | Marry: | Blades: | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2642,Recruitable Followers,Ghorbash the Iron Hand,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,35,A35,,N,"Alive: Y | Prerequisite: Convince him (via brawl, persuade check, or bribe). | Marry: X | Blades: X | Steward: X | Pet: | Trainer:"
CHK-RECRUITABLE-FOLLOWERS-2643,Recruitable Followers,Golldir,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,36,A36,,N,Alive: Y | Prerequisite: Ancestral Worship | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2644,Recruitable Followers,Gregor,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,37,A37,,N,Alive: Y | Prerequisite: Become Thane of the Pale | Marry: X | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2645,Recruitable Followers,Illia,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,38,A38,,N,Alive: Y | Prerequisite: Repentance | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2646,Recruitable Followers,Ingjard,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,39,A39,,N,Alive: Y | Prerequisite: Dawnguard follower | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2647,Recruitable Followers,Iona,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,40,A40,,N,Alive: Y | Prerequisite: Become Thane of the Rift | Marry: X | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2648,Recruitable Followers,J'zargo,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,41,A41,,N,Alive: Y | Prerequisite: J'zargo's Experiment | Marry: | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2649,Recruitable Followers,Jenassa,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,42,A42,,N,Alive: Y | Prerequisite: Hireling | Marry: X | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2650,Recruitable Followers,Jordis the Sword-Maiden,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,43,A43,,N,Alive: Y | Prerequisite: Become Thane of Haafingar | Marry: X | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2651,Recruitable Followers,Kharjo,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,44,A44,,N,Alive: Y | Prerequisite: Amulet of the Moon | Marry: | Blades: X | Steward: | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2652,Recruitable Followers,Lob,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,45,A45,,N,Alive: Y | Prerequisite: The Cursed Tribe | Marry: | Blades: X | Steward: X | Pet: | Trainer:
CHK-RECRUITABLE-FOLLOWERS-2653,Recruitable Followers,Lydia,follower_option,Option-list note,TB-031D route-default register / TB-035 option presentation,,,,mapped_to_option_list,Matched to relationship option table; TB-031D records route-affecting defaults and TB-035 presents non-default options.,,,,,,,support_table_only,npc_option_table,46,A46,,N,Alive: Y | Prerequisite: Dragon Rising | Marry: X | Blades: X | Steward: X | Pet: | Trainer:
