coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,catalog_worldspace,coordinate_worldspace,world_id,world_name,map_marker_id,map_marker_name,map_marker_page,map_marker_icon_type,map_marker_editor_id,map_marker_form_id,map_marker_dest_form_id,x,y,z,coordinate_status,match_method,match_confidence,distance_scope,source_url,source_id,citations,notes
COORD-000359,LOC-000354,OBJ-002311,Nightgate Inn,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,286,Nightgate Inn,Nightgate Inn,3,NightgateInnMapMarker,96133,,73827,46035,-6135,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=73827&y=46035&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000360,LOC-000355,OBJ-002312,Nightingale Hall,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,21,Nightingale Hall,Nightingale Hall,4,nightingaleCaveMapMarkerREF,294181,,173039,-107308,11550,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=173039&y=-107308&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000361,LOC-000356,OBJ-002313,North Brittleshin Pass,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,51,North Brittleshin Pass,North Brittleshin Pass,4,BrittleShinPassNorthMapMarker,90725,,-23244,-34274,-4088,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-23244&y=-34274&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000362,LOC-000357,OBJ-002314,North Cold Rock Pass,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,272,North Cold Rock Pass,North Cold Rock Pass,24,,1007281,,-47482,37648,-2828,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-47482&y=37648&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000363,LOC-000358,OBJ-002315,North Shriekwind Bastion,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,257,North Shriekwind Bastion,North Shriekwind Bastion,7,,659014,,-27043,-71145,2071,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-27043&y=-71145&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000364,LOC-000359,OBJ-002316,North Skybound Watch,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,217,North Skybound Watch,North Skybound Watch,32,,308971,,32799,-60908,13746,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=32799&y=-60908&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000365,LOC-000360,OBJ-002317,Northshore Landing,discoverable_non_clearable,dragonborn,Solstheim,Solstheim,2,solstheim,2527,Northshore Landing,Northshore Landing,33,,33637338,,22751,92430,509,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=22751&y=92430&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000366,LOC-000361,OBJ-002318,Old Attius Farm,discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2514,Old Attius Farm,Old Attius Farm,13,DLC2RRAttiusFarmMapMarker,33662306,,34666,23259,570,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=34666&y=23259&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000367,LOC-000362,OBJ-002319,Old Hroldan Inn,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,939,Old Hroldan Inn,Old Hroldan Inn,60,,95791,95376,-113156,-8091,-5142,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-113156&y=-8091&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000368,LOC-000363,OBJ-002320,Palace of the Kings,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,354,Palace of the Kings,Palace of the Kings,37,WindhelmPalaceOfTheKingsMapMarker,804019,,134899,41679,-11773,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=134899&y=41679&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000369,LOC-000364,OBJ-002321,Pale Imperial Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,174,Pale Imperial Camp,Pale Imperial Camp,16,MilitaryCampPaleImperialMapMarker,90747,,-2159,101149,-11095,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-2159&y=101149&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000370,LOC-000365,OBJ-002322,Pale Stormcloak Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,332,Pale Stormcloak Camp,Pale Stormcloak Camp,17,MilitaryCampPaleSonsMapMarker,90748,,87884,35186,-8428,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=87884&y=35186&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000371,LOC-000366,OBJ-002323,Pelagia Farm,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,346,Pelagia Farm,Pelagia Farm,19,,90995,,19264,-16976,-4535,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=19264&y=-16976&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000372,LOC-000367,OBJ-002324,Pilgrim's Trench,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,309,Pilgrim's Trench,Pilgrim's Trench,9,,90797,,83391,117696,-17465,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=83391&y=117696&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000373,LOC-000368,OBJ-002325,Purewater Run,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,22,Purewater Run,Purewater Run,4,,206965,,-158278,-20198,1037,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-158278&y=-20198&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000374,LOC-000369,OBJ-002326,Ramshackle Trading Post,discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2509,Ramshackle Trading Post,Ramshackle Trading Post,30,,33771236,,57695,43972,4191,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=57695&y=43972&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000375,LOC-000370,OBJ-002327,Raven Rock,discoverable_non_clearable,base_game,Skyrim,Solstheim,2,solstheim,2526,Raven Rock,Raven Rock,54,DLC2RavenRockMapMarker,33637340,,30884,35050,402,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=30884&y=35050&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000376,LOC-000371,OBJ-002328,Reach Imperial Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,176,Reach Imperial Camp,Reach Imperial Camp,16,MilitaryCampReachImperialMapMarker,90743,,-161882,35446,-2924,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-161882&y=35446&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000377,LOC-000372,OBJ-002329,Reach Stormcloak Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,334,Reach Stormcloak Camp,Reach Stormcloak Camp,17,MilitaryCampReachSonsMapMarker,90742,,-119234,50268,-8309,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-119234&y=50268&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000378,LOC-000373,OBJ-002330,Reachcliff Secret Entrance,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,9,Reachcliff Secret Entrance,Reachcliff Secret Entrance,4,ReachcliffSecretMapMarker,1094344,,-148453,-12833,-3905,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-148453&y=-12833&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000379,LOC-000374,OBJ-002331,Reachwind Eyrie,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,196,Reachwind Eyrie,Reachwind Eyrie,11,,730019,,-139695,-12857,-1337,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-139695&y=-12857&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000380,LOC-000375,OBJ-002332,Red Scar Cavern,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2714,Red Scar Cavern (CC),Red Scar Cavern,4,,16789844,,188658,-62172,9933,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=188658&y=-62172&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000381,LOC-000376,OBJ-002333,Rift Imperial Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,172,Rift Imperial Camp,Rift Imperial Camp,16,MilitaryCampRiftImperialMapMarker,90753,,80818,-87949,11044,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=80818&y=-87949&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000382,LOC-000377,OBJ-002334,Rift Stormcloak Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,330,Rift Stormcloak Camp,Rift Stormcloak Camp,17,MilitaryCampRiftSonsMapMarker,90752,,115541,-64978,11120,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=115541&y=-64978&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000383,LOC-000378,OBJ-002335,Riften,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,275,Riften,Riften,36,RiftenMapMarkerREF,115600,,173415,-96600,11104,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=173415&y=-96600&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000384,LOC-000379,OBJ-002336,Riften Docks,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2495,Riften Docks (CC),Riften Docks,33,,,,170231,-97357,,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=170231&y=-97357&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000385,LOC-000380,OBJ-002337,Riften Stables,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,324,Riften Stables,Riften Stables,21,RiftenStablesMapMarker,617030,,173137,-90912,11102,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=173137&y=-90912&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000386,LOC-000381,OBJ-002338,Riverwood,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,337,Riverwood,Riverwood,2,RiverwoodMapMarker,90788,,21941,-44792,-140,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=21941&y=-44792&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000387,LOC-000382,OBJ-002339,Rorikstead,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,339,Rorikstead,Rorikstead,2,RoriksteadMapMarker,96204,,-84302,6952,-4298,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-84302&y=6952&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000388,LOC-000383,OBJ-002340,Runoff Caverns,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2492,Runoff Caverns (CC),Skyrim:Runoff Caverns,4,,,,-104411,-36472,,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-104411&y=-36472&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000389,LOC-000384,OBJ-002341,Ruunvald Excavation,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2289,Ruunvald Excavation (DG),Ruunvald Excavation,4,DLC1RuunvaldMapMarker,33585955,,182672,-59176,9635,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=182672&y=-59176&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000390,LOC-000385,OBJ-002342,Sacellum of Boethiah,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,316,Sacellum of Boethiah,Sacellum of Boethiah,34,DA02BoethiahShrineMapMarker,317658,,161866,26718,-4000,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=161866&y=26718&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000391,LOC-000386,OBJ-002343,Salvius Farm,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,345,Salvius Farm,Salvius Farm,19,SalviusFarmMapMarker,90998,,-164369,5654,-4499,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-164369&y=5654&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000392,LOC-000387,OBJ-002344,Sarethi Farm,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,344,Sarethi Farm,Sarethi Farm,19,SarethiFarmMapMarker,91001,,112595,-70922,11518,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=112595&y=-70922&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000393,LOC-000388,OBJ-002345,Septimus Signus's Outpost,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,23,Septimus Signus's Outpost,Septimus Signus's Outpost,4,SeptimusSignusOutpostMarkerREF,185617,,115341,141084,-13932,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=115341&y=141084&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000394,LOC-000389,OBJ-002346,Shadowfoot Sanctum,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2495,Riften Docks (CC),Riften Docks,33,,,,170231,-97357,,proxy_marker,manual_proxy,high,proxy_same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=170231&y=-97357&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,UESP names the exterior map marker for Shadowfoot Sanctum as Riften Docks.
COORD-000395,LOC-000390,OBJ-002347,Shor's Stone,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,338,Shor's Stone,Shor's Stone,2,ShorsStoneMapMarker,96215,,162924,-60530,7162,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=162924&y=-60530&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000396,LOC-000391,OBJ-002348,Shor's Watchtower,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,183,Shor's Watchtower,Shor's Watchtower,22,,866612,,168746,-51130,5648,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=168746&y=-51130&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000397,LOC-000392,OBJ-002349,Shrine of Azura,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,315,Shrine of Azura,Shrine of Azura,34,ShrineofAzuraMapMarkerREF,599190,,111395,77770,2380,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=111395&y=77770&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000398,LOC-000393,OBJ-002350,Shrine of Mehrunes Dagon,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,314,Shrine of Mehrunes Dagon,Shrine of Mehrunes Dagon,34,DagonShrineMapMarker,149157,,-625,51727,531,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-625&y=51727&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000399,LOC-000394,OBJ-002351,Shrine to Peryite,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,313,Shrine to Peryite,Shrine to Peryite,34,,708710,,-145330,39732,-187,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-145330&y=39732&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000400,LOC-000395,OBJ-002352,Sivdur's Respite,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2717,Sivdur's Respite (CC),Sivdur's Respite,7,,4261428102,,138840,60932,-8752,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=138840&y=60932&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000401,LOC-000396,OBJ-002353,Skaal Village,discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2525,Skaal Village,Skaal Village,2,DLC2SkaalVillageMapMarker,33637346,,73452,70790,3647,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=73452&y=70790&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000402,LOC-000397,OBJ-002354,Sky Haven Temple,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,198,Sky Haven Temple,Sky Haven Temple,11,SkyHavenTempleMapMarker,91004,,-141780,9282,2914,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-141780&y=9282&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000403,LOC-000398,OBJ-002355,Snow-Shod Farm,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,348,Snow-Shod Farm,Snow-Shod Farm,19,,90956,,165900,-108707,11258,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=165900&y=-108707&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000404,LOC-000399,OBJ-002356,Solitude,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,318,Solitude,Solitude,42,,315636,,-64943,104648,-8426,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-64943&y=104648&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000405,LOC-000400,OBJ-002357,Solitude Lighthouse,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,199,Solitude Lighthouse,Solitude Lighthouse,27,SolitudeLighthouseMapmarkerRef,786797,,-47782,128632,-12908,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-47782&y=128632&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000406,LOC-000401,OBJ-002358,Solitude Military Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,326,Solitude Military Camp,Solitude Military Camp,17,,215190,,-81350,95430,-11685,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-81350&y=95430&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000407,LOC-000402,OBJ-002359,Solitude Sawmill,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,357,Solitude Sawmill,Solitude Sawmill,14,,91010,,-78244,91173,-13758,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-78244&y=91173&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000408,LOC-000403,OBJ-002360,Soljund's Sinkhole,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,33,Soljund's Sinkhole,Soljund's Sinkhole,4,SoljundsSinkholeMapMarker,90811,,-117661,6257,-5419,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-117661&y=6257&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000409,LOC-000404,OBJ-002361,South Brittleshin Pass,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,14,South Brittleshin Pass,South Brittleshin Pass,4,BrittleShinPassSouthMapMarker,533011,,-19773,-50327,2304,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-19773&y=-50327&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000410,LOC-000405,OBJ-002362,South Cold Rock Pass,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,273,South Cold Rock Pass,South Cold Rock Pass,24,,1007279,,-47526,32110,-1667,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-47526&y=32110&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000411,LOC-000406,OBJ-002363,South Shriekwind Bastion,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,226,South Shriekwind Bastion,South Shriekwind Bastion,7,ShriekwindBastionMapMarker,754632,,-24357,-77669,1745,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-24357&y=-77669&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000412,LOC-000407,OBJ-002364,South Skybound Watch,map_marker_duplicate,base_game,Skyrim,Skyrim,1,skyrim,259,South Skybound Watch,South Skybound Watch,31,,293307,,21065,-69235,10892,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=21065&y=-69235&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000413,LOC-000408,OBJ-002365,Stalhrim Source,discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2510,Stalhrim Source,Stalhrim Source,11,DLC2StalhrimSourceMapMarkerREF,33724128,,29071,78772,8186,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=29071&y=78772&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000414,LOC-000409,OBJ-002366,Statue to Meridia,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,317,Statue to Meridia,Statue to Meridia,34,KilkreathRuinsMapMarker,90733,,-94076,99077,-7026,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-94076&y=99077&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000415,LOC-000410,OBJ-002367,Stonehills,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,211,Stonehills,Stonehills,15,,96228,,-7283,64267,-11462,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-7283&y=64267&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000416,LOC-000411,OBJ-002368,Tel Mithryn (settlement),discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2519,Tel Mithryn,Tel Mithryn,56,DLC2TelMithrynMapMarker,33637352,,75484,23835,2115,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=75484&y=23835&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000417,LOC-000412,OBJ-002369,Thalmor Embassy,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,280,Thalmor Embassy,Thalmor Embassy,3,,212549,,-79067,111308,-2602,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-79067&y=111308&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000418,LOC-000413,OBJ-002370,The Apprentice Stone,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,87,The Apprentice Stone,The Apprentice Stone,18,,113337,,-55914,79726,-13909,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-55914&y=79726&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000419,LOC-000414,OBJ-002371,The Atronach Stone,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,89,The Atronach Stone,The Atronach Stone,18,,921420,,130939,-28770,-10559,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=130939&y=-28770&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
