geography_record_id,coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,coordinate_worldspace,coordinate_status,distance_scope,route_cluster,route_corridor,nearest_corridor_hub,nearest_corridor_hub_type,nearest_corridor_hub_distance,nearest_major_carriage_origin,nearest_major_carriage_origin_distance,nearest_ferry_terminal,nearest_ferry_terminal_distance,nearest_inn_or_rest,nearest_inn_or_rest_type,nearest_inn_or_rest_distance,nearest_candidate_base,nearest_candidate_base_type,nearest_candidate_base_distance,worldspace_access_model,transport_access_flags,cold_risk,barrier_flags,geography_confidence,citations,notes
GEOG-000389,COORD-000389,LOC-000384,OBJ-002341,Ruunvald Excavation,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,38552,Riften Stables,33137,Windhelm ferry,106076,The Bee and Barb,inn,38552,Nchuanthumz,ae_home,31105,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000390,COORD-000390,LOC-000385,OBJ-002342,Sacellum of Boethiah,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,28271,Windhelm Stables,25987,Windhelm ferry,28271,Candlehearth Hall,inn,28271,Hjerim,city_home,28271,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000391,COORD-000391,LOC-000386,OBJ-002343,Salvius Farm,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,9663,Markarth Stables,6846,Icewater Jetty,117390,Silver-Blood Inn,inn,9663,Vlindrel Hall,city_home,9663,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000392,COORD-000392,LOC-000387,OBJ-002344,Sarethi Farm,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,36827,Riften Stables,63757,Windhelm ferry,108855,Vilemyr Inn,inn,36827,Shadowfoot Sanctum,ae_home,63409,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000393,COORD-000393,LOC-000388,OBJ-002345,Septimus Signus's Outpost,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,38709,Windhelm Stables,116804,Dawnstar ferry,91472,The Frozen Hearth,inn,38709,Bloodchill Manor,ae_home,91140,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,source_listed_cold_interior,source_listed_cold_interior,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000394,COORD-000394,LOC-000389,OBJ-002346,Shadowfoot Sanctum,discoverable_non_clearable,ae_creation,Skyrim,proxy_marker,proxy_same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,3273,Riften Stables,7070,Windhelm ferry,137536,The Bee and Barb,inn,3273,Shadowfoot Sanctum,ae_home,0,local_or_interior_subarea,major_carriage_origin_adjacent | ferry_terminal_remote,standard,proxy_coordinate,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: local_or_interior_subarea."
GEOG-000395,COORD-000395,LOC-000390,OBJ-002347,Shor's Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,37565,Riften Stables,32053,Windhelm ferry,100093,The Bee and Barb,inn,37565,Shadowfoot Sanctum,ae_home,37545,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000396,COORD-000396,LOC-000391,OBJ-002348,Shor's Watchtower,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,45709,Riften Stables,40024,Windhelm ferry,93052,The Bee and Barb,inn,45709,Nchuanthumz,ae_home,31634,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000397,COORD-000397,LOC-000392,OBJ-002349,Shrine of Azura,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,25189,Windhelm Stables,57179,Windhelm ferry,48342,The Frozen Hearth,inn,25189,Hjerim,city_home,48342,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000398,COORD-000398,LOC-000393,OBJ-002350,Shrine of Mehrunes Dagon,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,40870,Whiterun Stables,65204,Dawnstar ferry,62838,Moorside Inn,inn,40870,Myrwatch,ae_home,25720,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000399,COORD-000399,LOC-000394,OBJ-002351,Shrine to Peryite,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,44855,Markarth Stables,41719,Icewater Jetty,82765,Silver-Blood Inn,inn,44855,Vlindrel Hall,city_home,44855,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000400,COORD-000400,LOC-000395,OBJ-002352,Sivdur's Respite,discoverable_non_clearable,ae_creation,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,25620,Windhelm Stables,34956,Windhelm ferry,25620,Candlehearth Hall,inn,25620,Hjerim,city_home,25620,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000401,COORD-000401,LOC-000396,OBJ-002353,Skaal Village,discoverable_non_clearable,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,skaal_north,Skaal Village,village,0,,,Raven Rock ferry,55582,The Retching Netch,inn,55582,Severin Manor,dragonborn_home,55582,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000402,COORD-000402,LOC-000397,OBJ-002354,Sky Haven Temple,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,32494,Markarth Stables,29412,Icewater Jetty,113397,Silver-Blood Inn,inn,32494,Vlindrel Hall,city_home,32494,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000403,COORD-000403,LOC-000398,OBJ-002355,Snow-Shod Farm,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,14250,Riften Stables,19210,Windhelm ferry,147570,The Bee and Barb,inn,14250,Shadowfoot Sanctum,ae_home,12148,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000404,COORD-000404,LOC-000399,OBJ-002356,Solitude,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,0,Solitude carriage origin,0,Solitude ferry,0,The Winking Skeever,inn,0,Proudspire Manor,city_home,0,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_adjacent,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000405,COORD-000405,LOC-000400,OBJ-002357,Solitude Lighthouse,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,29491,Solitude carriage origin,29491,Solitude ferry,29491,The Winking Skeever,inn,29491,Proudspire Manor,city_home,29491,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000406,COORD-000406,LOC-000401,OBJ-002358,Solitude Military Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,18819,Solitude carriage origin,18819,Solitude ferry,18819,The Winking Skeever,inn,18819,Proudspire Manor,city_home,18819,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000407,COORD-000407,LOC-000402,OBJ-002359,Solitude Sawmill,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,18934,Solitude carriage origin,18934,Solitude ferry,18934,The Winking Skeever,inn,18934,Proudspire Manor,city_home,18934,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000408,COORD-000408,LOC-000403,OBJ-002360,Soljund's Sinkhole,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,15039,Markarth Stables,53440,Solitude ferry,111624,Old Hroldan Inn,inn,15039,Goldenhills Plantation,ae_farm_home,44764,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000409,COORD-000409,LOC-000404,OBJ-002361,South Brittleshin Pass,map_marker_duplicate,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,37465,Whiterun Stables,54987,Solitude ferry,161424,Dead Man's Drink,inn,37465,Lakeview Manor,hearthfire_homestead,21536,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,mountain_or_pass,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000410,COORD-000410,LOC-000405,OBJ-002362,South Cold Rock Pass,map_marker_duplicate,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,35746,Solitude carriage origin,74600,Solitude ferry,74600,Moorside Inn,inn,35746,Myrwatch,ae_home,38076,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,mountain_or_pass,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000411,COORD-000411,LOC-000406,OBJ-002363,South Shriekwind Bastion,map_marker_duplicate,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,10464,Whiterun Stables,79436,Solitude ferry,186780,Dead Man's Drink,inn,10464,Lakeview Manor,hearthfire_homestead,16901,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000412,COORD-000412,LOC-000407,OBJ-002364,South Skybound Watch,map_marker_duplicate,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,riverwood_helgen_road,Riverwood,village,24459,Whiterun Stables,58634,Windhelm ferry,154845,Sleeping Giant Inn,inn,24459,Lakeview Manor,hearthfire_homestead,30717,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000413,COORD-000413,LOC-000408,OBJ-002365,Stalhrim Source,discoverable_non_clearable,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,thirsk_central,Thirsk Mead Hall,settlement,43208,,,Raven Rock ferry,43760,The Retching Netch,inn,43760,Severin Manor,dragonborn_home,43760,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000414,COORD-000414,LOC-000409,OBJ-002366,Statue to Meridia,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,18079,Solitude carriage origin,29661,Solitude ferry,29661,Four Shields Tavern,inn,18079,Proudspire Manor,city_home,29661,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000415,COORD-000415,LOC-000410,OBJ-002367,Stonehills,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,31454,Solitude carriage origin,70394,Dawnstar ferry,56605,Moorside Inn,inn,31454,Myrwatch,ae_home,16985,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000416,COORD-000416,LOC-000411,OBJ-002368,Tel Mithryn (settlement),discoverable_non_clearable,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,tel_mithryn_east,Tel Mithryn,settlement,0,,,Raven Rock ferry,45988,The Retching Netch,inn,45988,Severin Manor,dragonborn_home,45988,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000417,COORD-000417,LOC-000412,OBJ-002369,Thalmor Embassy,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,15615,Solitude carriage origin,15615,Solitude ferry,15615,The Winking Skeever,inn,15615,Proudspire Manor,city_home,15615,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000418,COORD-000418,LOC-000413,OBJ-002370,The Apprentice Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,21614,Solitude carriage origin,26507,Solitude ferry,26507,Moorside Inn,inn,21614,Proudspire Manor,city_home,26507,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000419,COORD-000419,LOC-000414,OBJ-002371,The Atronach Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,40364,Windhelm Stables,55094,Windhelm ferry,64497,Braidwood Inn,inn,40364,Gallows Hall,ae_home,45342,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000420,COORD-000420,LOC-000415,OBJ-002372,The Guardian Stones,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,riverwood_helgen_road,Riverwood,village,23962,Whiterun Stables,50966,Windhelm ferry,162700,Sleeping Giant Inn,inn,23962,Lakeview Manor,hearthfire_homestead,16052,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000421,COORD-000421,LOC-000416,OBJ-002373,The Lady Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,30722,Whiterun Stables,67812,Solitude ferry,163547,Dead Man's Drink,inn,30722,Lakeview Manor,hearthfire_homestead,26591,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000422,COORD-000422,LOC-000417,OBJ-002374,The Lord Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,45647,Whiterun Stables,68218,Dawnstar ferry,55663,Moorside Inn,inn,45647,Myrwatch,ae_home,30505,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000423,COORD-000423,LOC-000418,OBJ-002375,The Lover Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,27951,Markarth Stables,24587,Icewater Jetty,102081,Silver-Blood Inn,inn,27951,Vlindrel Hall,city_home,27951,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000424,COORD-000424,LOC-000419,OBJ-002376,The Ritual Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,31080,Whiterun Stables,32989,Windhelm ferry,93575,The Bannered Mare,inn,31080,Tundra Homestead,ae_home,12470,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000425,COORD-000425,LOC-000420,OBJ-002377,The Serpent Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,44615,Windhelm Stables,91724,Windhelm ferry,82556,The Frozen Hearth,inn,44615,Hjerim,city_home,82556,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000426,COORD-000426,LOC-000421,OBJ-002378,The Shadow Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,13830,Riften Stables,19433,Windhelm ferry,150246,The Bee and Barb,inn,13830,Shadowfoot Sanctum,ae_home,12918,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000427,COORD-000427,LOC-000422,OBJ-002379,The Steed Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,33151,Solitude carriage origin,33162,Solitude ferry,33162,Four Shields Tavern,inn,33151,Proudspire Manor,city_home,33162,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000428,COORD-000428,LOC-000423,OBJ-002380,The Tower Stone,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,37524,Windhelm Stables,102513,Dawnstar ferry,41019,The Frozen Hearth,inn,37524,Bloodchill Manor,ae_home,40554,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000429,COORD-000429,LOC-000424,OBJ-002381,Thieves Guild,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,3829,Riften Stables,8273,Windhelm ferry,140283,The Bee and Barb,inn,3829,Honeyside,city_home,3829,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000430,COORD-000430,LOC-000425,OBJ-002382,Thirsk Mead Hall,discoverable_non_clearable,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,thirsk_central,Thirsk Mead Hall,settlement,0,,,Raven Rock ferry,43338,The Retching Netch,inn,43338,Severin Manor,dragonborn_home,43338,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000431,COORD-000431,LOC-000426,OBJ-002383,Throat of the World,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,25464,Whiterun Stables,53670,Windhelm ferry,115157,Vilemyr Inn,inn,25464,Tundra Homestead,ae_home,51365,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,high_elevation_or_mountain,mountain_or_pass | high_elevation_or_mountain | high_elevation_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000432,COORD-000432,LOC-000427,OBJ-002384,Tower of Mzark,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,47994,Whiterun Stables,56862,Dawnstar ferry,60646,Nightgate Inn,inn,47994,Heljarchen Hall,hearthfire_homestead,9030,dungeon_lift_or_interior_transition,major_carriage_origin_regional | ferry_terminal_regional,standard,dungeon_lift_or_interior_transition,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: dungeon_lift_or_interior_transition."
GEOG-000433,COORD-000433,LOC-000428,OBJ-002385,Tundra Homestead,discoverable_non_clearable,ae_creation,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,21103,Whiterun Stables,23822,Windhelm ferry,101841,The Bannered Mare,inn,21103,Tundra Homestead,ae_home,0,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000434,COORD-000434,LOC-000429,OBJ-002386,Twilight Sepulcher,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,41069,Whiterun Stables,113392,Solitude ferry,185319,Dead Man's Drink,inn,41069,Hendraheim,ae_home,51434,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000435,COORD-000435,LOC-000430,OBJ-002387,Understone Keep,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,5176,Markarth Stables,8509,Icewater Jetty,121940,Silver-Blood Inn,inn,5176,Vlindrel Hall,city_home,5176,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000436,COORD-000436,LOC-000431,OBJ-002388,Ustengrav,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,26494,Solitude carriage origin,44987,Solitude ferry,44987,Moorside Inn,inn,26494,Windstad Manor,hearthfire_homestead,11550,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000437,COORD-000437,LOC-000432,OBJ-002389,Varlais Cavern,discoverable_non_clearable,ae_creation,Skyrim,proxy_marker,proxy_same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,40573,Whiterun Stables,104845,Windhelm ferry,155117,Vilemyr Inn,inn,40573,Lakeview Manor,hearthfire_homestead,83730,local_or_interior_subarea,major_carriage_origin_remote | ferry_terminal_remote,high_elevation_or_mountain,proxy_coordinate | high_elevation_or_mountain | high_elevation_marker,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: local_or_interior_subarea."
GEOG-000438,COORD-000438,LOC-000433,OBJ-002390,Wayward Pass,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,16897,Windhelm Stables,70204,Dawnstar ferry,62645,Nightgate Inn,inn,16897,Bloodchill Manor,ae_home,13736,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,mountain_or_pass | regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
