source_line,audit_area,audit_status,recommended_action_before_repair,classification,repair_status,record_type,record_id,mapped_objective_id,name,current_location,current_status,exact_missing_fact,inputs_checked
2296,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,storage,STORAGE-DB-SANCTUARY,,Dark Brotherhood Sanctuary storage,Cicero Aventus And The Sanctuary Door,audited_not_used_for_artifacts / route_warning_complete,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2339,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb044_suvaris_logbook_closed,objective,OBJ-001271,,Suvaris Atheron's Logbook,First Brotherhood Contracts And Muiri's Revenge,audited_not_routed_here / staged_for_rise_in_the_east_bundle,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2340,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb044_suvaris_logbook_checklist_closed,checklist,CHK-BOOKS-2424,OBJ-001271,Suvaris Atheron's Logbook,First Brotherhood Contracts And Muiri's Revenge,audited_not_routed_here / staged_for_rise_in_the_east_bundle,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2341,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000239,,Rare Gifts Torbjorn Shatter-Shield,First Brotherhood Contracts And Muiri's Revenge,audited_not_routed_here / staged_for_rare_gifts_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2386,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000762,,Aura Whisper,"Whispers, Solitude Jobs, And The Wedding Assassination",word_learned_now / in_progress,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2442,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001188,,The Legend of Red Eagle,"Security, Shadowmere, And The Brotherhood Endgame",same_location_left_unopened / staged_for_red_eagle_bundle,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2453,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001704,,Unique Item: Cicero's Boots,"Security, Shadowmere, And The Brotherhood Endgame",not_routed_here / staged_for_controlled_pickpocket_or_clothing_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2454,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001705,,Unique Item: Cicero's Clothes,"Security, Shadowmere, And The Brotherhood Endgame",not_routed_here / staged_for_controlled_pickpocket_or_clothing_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2455,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001706,,Unique Item: Cicero's Gloves,"Security, Shadowmere, And The Brotherhood Endgame",not_routed_here / staged_for_controlled_pickpocket_or_clothing_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2456,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001707,,Unique Item: Cicero's Hat,"Security, Shadowmere, And The Brotherhood Endgame",not_routed_here / staged_for_controlled_pickpocket_or_clothing_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2523,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000314,,Stoking the Flames,"Dawnstar, Vaermina, And Cold-Weather Setup",fire_salts_priority_preserved / staged_for_spare_fire_salts_turn_in,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2530,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000265,,Dungeon Delving (Ring of Pure Mixtures),"Dawnstar, Vaermina, And Cold-Weather Setup",audited_not_started_here / staged_for_later_isolated_random_assignment,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2531,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-UNIQUE-GEAR-1664,OBJ-000265,Ring of Pure Mixtures,"Dawnstar, Vaermina, And Cold-Weather Setup",not_acquired_here / staged_for_later_isolated_random_assignment,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2609,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_black_star_closed,objective,OBJ-000165,,The Black Star,"Winterhold, College Entry, And Saarthal",started_shrine_and_nelacar_leads / in_progress,TB-044 closes The Black Star through the quest-active Ilinalta route branch-first Azura outcome and main-route Nelacar reward.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2611,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb044_black_star_checklist_closed,checklist,CHK-QUESTS-0163,OBJ-000165,The Black Star,"Winterhold, College Entry, And Saarthal",started_not_completed / in_progress,TB-044 closes the quest checklist row when Nelacar returns The Black Star after the branch reload.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2612,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_black_star_artifact_closed,objective,OBJ-001613,,Artifact: The Black Star,"Winterhold, College Entry, And Saarthal",not_acquired_here / staged_for_ilinalta_artifact_branch,TB-044 closes the delayed artifact row with the kept main-route Nelacar reward.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2613,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001935,,Thane of Winterhold,"Winterhold, College Entry, And Saarthal",audited_not_completed_here / staged_for_later_winterhold_thaneship,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2614,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0434,OBJ-001935,Thane of Winterhold,"Winterhold, College Entry, And Saarthal",conditional_placed_in_guide / conditional_complete_or_staged,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2666,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb038r_delayed_task_closed,objective,OBJ-001501,,"Seeks-Ancient-Artifacts' Journal, v1","Winterhold, College Entry, And Saarthal",same_inn_left_unopened / staged_for_nchuanthumz_home_route,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2671,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-RECRUITABLE-FOLLOWERS-2651,,Kharjo,"Dawnstar, Pale Blade, And Heljarchen",option_locked / staged_for_later_isolated_random_assignment,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2710,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item_member,ITEM-000935,,Vigil Veteran Open Helmet,"Dawnstar, Pale Blade, And Heljarchen",crafting_unlocked_not_looted / staged_for_crafting_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2711,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item_member,ITEM-000936,,Vigil Veteran Sashed Armor,"Dawnstar, Pale Blade, And Heljarchen",crafting_unlocked_not_looted / staged_for_crafting_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2712,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item_member,ITEM-000921,,Vigil Corrupted Open Helmet,"Dawnstar, Pale Blade, And Heljarchen",crafting_unlocked_not_looted / staged_for_crafting_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2713,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item_member,ITEM-000922,,Vigil Corrupted Sashed Armor,"Dawnstar, Pale Blade, And Heljarchen",crafting_unlocked_not_looted / staged_for_crafting_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2741,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000264,,Salty Sea-Dogs,"Dawnstar, Pale Blade, And Heljarchen",audited_not_started_here / staged_for_later_isolated_random_assignment,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2742,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0426,OBJ-000264,Salty Sea-Dogs,"Dawnstar, Pale Blade, And Heljarchen",audited_not_started_here / staged_for_later_isolated_random_assignment,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2898,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,location_hold,OBJ-002134,,Clear Ruins of Bthalft,Mzulft And The Winterhold Crisis,held_for_aetherium_forge_route / staged_for_hs_aetherium_forge,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
2916,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000771,,Dismay,Labyrinthian And The Eye Of Magnus,word_learned_now / in_progress,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3008,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000127,,Fetch me that Book!,College Errands Arniel Septimus And Aetherium,audited_not_started_here / staged_for_late_random_radiant_control,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3009,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0029,OBJ-000127,Fetch me that Book!,College Errands Arniel Septimus And Aetherium,audited_not_started_here / staged_for_late_random_radiant_control,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3010,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000128,,Shalidor's Insights,College Errands Arniel Septimus And Aetherium,audited_not_started_here / staged_for_late_random_radiant_control,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3011,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0031,OBJ-000128,Shalidor's Insights,College Errands Arniel Septimus And Aetherium,audited_not_started_here / staged_for_late_random_radiant_control,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3012,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-BOOKS-2423,OBJ-000128,Shalidor's Insights,College Errands Arniel Septimus And Aetherium,audited_not_started_here / staged_for_late_random_radiant_control,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3023,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb038r_delayed_task_closed,objective,OBJ-001508,,Soran's Journal,College Errands Arniel Septimus And Aetherium,audited_not_started_here / staged_for_creature_of_legend_rift_route,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3024,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001390,,Eranya's Research Notes,College Errands Arniel Septimus And Aetherium,audited_not_started_here / staged_for_goldbrand_sivdur_route,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3053,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000646,,Crypt of the Heart,Karthspire Sky Haven And Dragonbane,audited_not_started_here / staged_for_spell_knight_branch_and_ingredient_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3054,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0629,OBJ-000646,Crypt of the Heart,Karthspire Sky Haven And Dragonbane,audited_not_started_here / staged_for_spell_knight_branch_and_ingredient_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3055,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-BOOKS-2453,OBJ-000646,Crypt of the Heart - Draft,Karthspire Sky Haven And Dragonbane,audited_not_started_here / staged_for_spell_knight_branch_and_ingredient_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3056,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000730,,Spell Knight Armor Parent Set,Karthspire Sky Haven And Dragonbane,audited_not_acquired_here / staged_for_spell_knight_branch_and_ingredient_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3057,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001351,,Beldama Witch's Note,Karthspire Sky Haven And Dragonbane,audited_not_acquired_here / staged_for_spell_knight_branch_and_ingredient_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3058,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001404,,Forsworn Shaman's Note,Karthspire Sky Haven And Dragonbane,audited_not_acquired_here / staged_for_spell_knight_branch_and_ingredient_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3059,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001429,,Knight Captain's Orders,Karthspire Sky Haven And Dragonbane,audited_not_acquired_here / staged_for_spell_knight_branch_and_ingredient_policy,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3072,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_litany_closed,objective,OBJ-000143,,The Litany of Larceny,Nightingale Rewards And The Skeleton Key,progressed_in_guide / in_progress_or_complete_for_available_items,TB-044 source-checked the seven Delvin larceny items and confirmed the guide closes the quest after the Left Eye of the Falmer turn-in.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md; sources/source-notes/SN-000209-litany-of-larceny-closure.md
3110,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000590,,Beneath Bronze Waters,Nightingale Rewards And The Skeleton Key,audited_not_started_here / staged_for_fishing_route,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3111,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0645,OBJ-000590,Beneath Bronze Waters,Nightingale Rewards And The Skeleton Key,audited_not_started_here / staged_for_fishing_route,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3112,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001397,,Fisherman's Journal (Fishing),Nightingale Rewards And The Skeleton Key,audited_not_acquired_here / staged_for_fishing_route,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3113,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-BOOKS-2468,OBJ-001397,Fisherman's Journal (AE),Nightingale Rewards And The Skeleton Key,audited_not_acquired_here / staged_for_fishing_route,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3356,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000776,,Fire Breath,Blades Research Blackreach And The Fallen,progressed_in_guide / in_progress,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3493,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,counter,OBJ-000219,,Sideways Trophy Set,Gildergreen Renewal After The War,counter_extra_if_needed / in_progress_or_already_complete,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
