checklist_id,checklist_tab,checklist_entry,category,mapping_type,coverage_matrix_status,objective_id,matched_objective_name,guide_literal_checklist_id_match,guide_mapped_objective_id_match,guide_entry_match,internal_checklist_coverage_row_count,internal_objective_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
CHK-LEARNED-ALCHEMY-EFFECTS-3001,Learned Alchemy Effects,Red Mountain Flower: Ravage Magicka,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002606,Discover Alchemy Effects: Red Mountain Flower,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3002,Learned Alchemy Effects,Red Mountain Flower: Fortify Magicka,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002606,Discover Alchemy Effects: Red Mountain Flower,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3003,Learned Alchemy Effects,Red Mountain Flower: Damage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002606,Discover Alchemy Effects: Red Mountain Flower,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3004,Learned Alchemy Effects,River Betty: Damage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002607,Discover Alchemy Effects: River Betty,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3005,Learned Alchemy Effects,River Betty: Fortify Alteration,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002607,Discover Alchemy Effects: River Betty,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3006,Learned Alchemy Effects,River Betty: Slow,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002607,Discover Alchemy Effects: River Betty,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3007,Learned Alchemy Effects,River Betty: Fortify Carry Weight,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002607,Discover Alchemy Effects: River Betty,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3008,Learned Alchemy Effects,Rock Warbler Egg: Restore Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002608,Discover Alchemy Effects: Rock Warbler Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3009,Learned Alchemy Effects,Rock Warbler Egg: Fortify One-handed,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002608,Discover Alchemy Effects: Rock Warbler Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3010,Learned Alchemy Effects,Rock Warbler Egg: Damage Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002608,Discover Alchemy Effects: Rock Warbler Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3011,Learned Alchemy Effects,Rock Warbler Egg: Weakness to Magic,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002608,Discover Alchemy Effects: Rock Warbler Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3012,Learned Alchemy Effects,Sabre Cat Tooth: Restore Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002609,Discover Alchemy Effects: Sabre Cat Tooth,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3013,Learned Alchemy Effects,Sabre Cat Tooth: Fortify Heavy Armor,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002609,Discover Alchemy Effects: Sabre Cat Tooth,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3014,Learned Alchemy Effects,Sabre Cat Tooth: Fortify Smithing,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002609,Discover Alchemy Effects: Sabre Cat Tooth,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3015,Learned Alchemy Effects,Sabre Cat Tooth: Weakness to Poison,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002609,Discover Alchemy Effects: Sabre Cat Tooth,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3016,Learned Alchemy Effects,Salmon Roe (HF): Restore Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002610,Discover Alchemy Effects: Salmon Roe,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3017,Learned Alchemy Effects,Salmon Roe (HF): Waterbreathing,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002610,Discover Alchemy Effects: Salmon Roe,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3018,Learned Alchemy Effects,Salmon Roe (HF): Fortify Magicka,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002610,Discover Alchemy Effects: Salmon Roe,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3019,Learned Alchemy Effects,Salmon Roe (HF): Regenerate Magicka,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002610,Discover Alchemy Effects: Salmon Roe,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3020,Learned Alchemy Effects,Salt Pile: Weakness to Magic,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002611,Discover Alchemy Effects: Salt Pile,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3021,Learned Alchemy Effects,Salt Pile: Fortify Restoration,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002611,Discover Alchemy Effects: Salt Pile,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3022,Learned Alchemy Effects,Salt Pile: Slow,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002611,Discover Alchemy Effects: Salt Pile,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3023,Learned Alchemy Effects,Salt Pile: Regenerate Magicka,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002611,Discover Alchemy Effects: Salt Pile,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3024,Learned Alchemy Effects,Scaly Pholiota: Weakness to Magic,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002612,Discover Alchemy Effects: Scaly Pholiota,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3025,Learned Alchemy Effects,Scaly Pholiota: Fortify Illusion,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002612,Discover Alchemy Effects: Scaly Pholiota,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3026,Learned Alchemy Effects,Scaly Pholiota: Regenerate Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002612,Discover Alchemy Effects: Scaly Pholiota,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3027,Learned Alchemy Effects,Scaly Pholiota: Fortify Carry Weight,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002612,Discover Alchemy Effects: Scaly Pholiota,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3028,Learned Alchemy Effects,Scathecraw (DB): Ravage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002613,Discover Alchemy Effects: Scathecraw,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3029,Learned Alchemy Effects,Scathecraw (DB): Ravage Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002613,Discover Alchemy Effects: Scathecraw,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3030,Learned Alchemy Effects,Scathecraw (DB): Ravage Magicka,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002613,Discover Alchemy Effects: Scathecraw,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3031,Learned Alchemy Effects,Scathecraw (DB): Lingering Damage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002613,Discover Alchemy Effects: Scathecraw,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3032,Learned Alchemy Effects,Silverside Perch: Restore Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002614,Discover Alchemy Effects: Silverside Perch,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3033,Learned Alchemy Effects,Silverside Perch: Damage Stamina Regen,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002614,Discover Alchemy Effects: Silverside Perch,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3034,Learned Alchemy Effects,Silverside Perch: Ravage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002614,Discover Alchemy Effects: Silverside Perch,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3035,Learned Alchemy Effects,Silverside Perch: Resist Frost,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002614,Discover Alchemy Effects: Silverside Perch,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3036,Learned Alchemy Effects,Skeever Tail: Damage Stamina Regen,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002615,Discover Alchemy Effects: Skeever Tail,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3037,Learned Alchemy Effects,Skeever Tail: Ravage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002615,Discover Alchemy Effects: Skeever Tail,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3038,Learned Alchemy Effects,Skeever Tail: Damage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002615,Discover Alchemy Effects: Skeever Tail,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3039,Learned Alchemy Effects,Skeever Tail: Fortify Light Armor,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002615,Discover Alchemy Effects: Skeever Tail,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3040,Learned Alchemy Effects,Slaughterfish Egg: Resist Poison,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002616,Discover Alchemy Effects: Slaughterfish Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3041,Learned Alchemy Effects,Slaughterfish Egg: Fortify Pickpocket,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002616,Discover Alchemy Effects: Slaughterfish Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3042,Learned Alchemy Effects,Slaughterfish Egg: Lingering Damage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002616,Discover Alchemy Effects: Slaughterfish Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3043,Learned Alchemy Effects,Slaughterfish Egg: Fortify Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002616,Discover Alchemy Effects: Slaughterfish Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3044,Learned Alchemy Effects,Slaughterfish Scales: Resist Frost,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002617,Discover Alchemy Effects: Slaughterfish Scales,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3045,Learned Alchemy Effects,Slaughterfish Scales: Lingering Damage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002617,Discover Alchemy Effects: Slaughterfish Scales,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3046,Learned Alchemy Effects,Slaughterfish Scales: Fortify Heavy Armor,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002617,Discover Alchemy Effects: Slaughterfish Scales,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3047,Learned Alchemy Effects,Slaughterfish Scales: Fortify Block,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002617,Discover Alchemy Effects: Slaughterfish Scales,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3048,Learned Alchemy Effects,Small Antlers: Weakness to Poison,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002618,Discover Alchemy Effects: Small Antlers,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3049,Learned Alchemy Effects,Small Antlers: Fortify Restoration,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002618,Discover Alchemy Effects: Small Antlers,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3050,Learned Alchemy Effects,Small Antlers: Lingering Damage Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002618,Discover Alchemy Effects: Small Antlers,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3051,Learned Alchemy Effects,Small Antlers: Damage Health,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002618,Discover Alchemy Effects: Small Antlers,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3052,Learned Alchemy Effects,Small Pearl: Restore Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002619,Discover Alchemy Effects: Small Pearl,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3053,Learned Alchemy Effects,Small Pearl: Fortify One-handed,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002619,Discover Alchemy Effects: Small Pearl,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3054,Learned Alchemy Effects,Small Pearl: Fortify Restoration,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002619,Discover Alchemy Effects: Small Pearl,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3055,Learned Alchemy Effects,Small Pearl: Resist Frost,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002619,Discover Alchemy Effects: Small Pearl,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3056,Learned Alchemy Effects,Snowberries: Resist Fire,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002620,Discover Alchemy Effects: Snowberries,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3057,Learned Alchemy Effects,Snowberries: Fortify Enchanting,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002620,Discover Alchemy Effects: Snowberries,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3058,Learned Alchemy Effects,Snowberries: Resist Frost,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002620,Discover Alchemy Effects: Snowberries,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3059,Learned Alchemy Effects,Snowberries: Resist Shock,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002620,Discover Alchemy Effects: Snowberries,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3060,Learned Alchemy Effects,Spawn Ash (DB): Ravage Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002621,Discover Alchemy Effects: Spawn Ash,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3061,Learned Alchemy Effects,Spawn Ash (DB): Resist Fire,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002621,Discover Alchemy Effects: Spawn Ash,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3062,Learned Alchemy Effects,Spawn Ash (DB): Fortify Enchanting,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002621,Discover Alchemy Effects: Spawn Ash,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3063,Learned Alchemy Effects,Spawn Ash (DB): Ravage Magicka,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002621,Discover Alchemy Effects: Spawn Ash,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3064,Learned Alchemy Effects,Spider Egg: Damage Stamina,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002622,Discover Alchemy Effects: Spider Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3065,Learned Alchemy Effects,Spider Egg: Damage Magicka Regen,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002622,Discover Alchemy Effects: Spider Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3066,Learned Alchemy Effects,Spider Egg: Fortify Lockpicking,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002622,Discover Alchemy Effects: Spider Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3067,Learned Alchemy Effects,Spider Egg: Fortify Marksman,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002622,Discover Alchemy Effects: Spider Egg,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3068,Learned Alchemy Effects,Spriggan Sap: Damage Magicka Regen,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002623,Discover Alchemy Effects: Spriggan Sap,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
CHK-LEARNED-ALCHEMY-EFFECTS-3069,Learned Alchemy Effects,Spriggan Sap: Fortify Enchanting,alchemy_effect,Main-route prototype block,mapped_to_route_prototype,OBJ-002623,Discover Alchemy Effects: Spriggan Sap,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,ingredient_effect_discovery_table,complete_when_experimenter_pass_done,"Crafting, Enchanting, Alchemy, and Investments",none,
