objective_id,objective_name,category,subcategory,route_placement,final_coverage_status,internal_coverage_row_count,coverage_statuses,completion_statuses,guide_locations
OBJ-002068,Clear Headwaters of Harstrad,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002069,Clear High Gate Ruins,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-002070,Clear Highpoint Tower,location,clearable_location,main_route,placed_in_main_guide,2,held_for_later | redistributed_or_gated,complete | held_for_old_friends,"Fahlbtharz, Deathbrand, And Karstaag | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump"
OBJ-002071,Clear Hillgrund's Tomb,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002072,Clear Hob's Fall Cave,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Bards College Lost Library And Instrument Roads
OBJ-002073,Clear Honeystrand Cave,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002074,Clear Horker Island,location,clearable_location,main_route,placed_in_main_guide,2,held_for_later | placed_in_guide,complete | held_for_deathbrand_circuit,"Fahlbtharz, Deathbrand, And Karstaag | Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-002075,Clear Hrodulf's House,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-002076,Clear Ilinalta's Deep,location,clearable_location,main_route,placed_in_main_guide,3,completed_in_guide | redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | The Black Star and Ilinalta's Deep
OBJ-002077,Clear Ironback Hideout,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Haafingar Caves Volskygge And Night Hunter
OBJ-002078,Clear Ironbind Barrow,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002079,Clear Journeyman's Nook,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002080,Clear Kagrenzel,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002081,Clear Kagrumez,location,clearable_location,main_route,placed_in_main_guide,2,held_for_later | placed_in_guide,complete | held_for_resonance_gems,"Tel Mithryn, Nchardak, And Kagrumez | Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-002082,Clear Knifepoint Ridge,location,clearable_location,main_route,placed_in_main_guide,2,knifepoint_conflict_reloaded_if_siddgeir_target | redistributed_or_gated,complete | staged_for_level_30_boethiah_route,Falkreath Land Lakeview Foundation And Glenmoril Coven | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002083,Clear Kolbjorn Barrow,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-002084,Clear Labyrinthian,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus
OBJ-002085,Clear Liar's Retreat,location,clearable_location,main_route,placed_in_main_guide,1,cleared_now,complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-002086,Clear Lost Echo Cave,location,clearable_location,main_route,placed_in_main_guide,2,audited_not_routed_here | redistributed_or_gated,complete | staged_for_double_edged_cliffside_bundle,Haafingar Caves Volskygge And Night Hunter | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002087,Clear Lost Knife Hideout,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002088,Clear Lost Tongue Overlook,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002089,Clear Lost Valkygg,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus
OBJ-002090,Clear Lost Valley Redoubt,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002091,Clear Mara's Eye Den,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads
OBJ-002092,Clear Mara's Eye Pond,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads
OBJ-002093,Clear Mistwatch,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002094,Clear Moesring Pass,location,clearable_location,main_route,placed_in_main_guide,2,held_for_later | placed_in_guide,complete | held_for_northern_route,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-002095,Clear Moldering Ruins,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002096,Clear Morvunskar,location,clearable_location,main_route,placed_in_main_guide,2,not_routed_here | redistributed_or_gated,complete | staged_for_sam_guevenne_route,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Windhelm Follow-Up And Eastmarch Roads
OBJ-002097,Clear Moss Mother Cavern,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Southern Warm Corridor
OBJ-002098,Clear Mount Anthor,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002099,Clear Movarth's Lair,location,clearable_location,main_route,placed_in_main_guide,1,retrospectively_moved_earlier,complete_with_clear_tag_caveat,High Hrothgar Ustengrav Morthal And The Embassy
OBJ-002100,Clear Mzinchaleft,location,clearable_location,main_route,placed_in_main_guide,2,retrospectively_moved_earlier,complete,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination"
OBJ-002101,Clear Mzulft,location,clearable_location,main_route,placed_in_main_guide,2,audited_not_cleared_here | placed_in_guide,complete | staged_for_college_revealing_the_unseen_bundle,Arkngthamz And The First Aetherium Shards | Mzulft And The Winterhold Crisis
OBJ-002102,Clear Nchardak,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez"
OBJ-002103,Clear Nchuand-Zel,location,clearable_location,main_route,placed_in_main_guide,1,cleared_now,complete,Markarth Nchuand-Zel And Old Hroldan
OBJ-002104,Clear Nilheim,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002105,Clear Northwatch Keep,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Whiterun Property Western Caves Gray-Mane Rescue And Onmund
OBJ-002106,Clear Northwind Mine,location,clearable_location,main_route,placed_in_main_guide,1,entered_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002107,Clear Northwind Summit,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002108,Clear Orotheim,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002109,Clear Orphan Rock,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Gildergreen Renewal After The War
OBJ-002110,Clear Orphan's Tear,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002111,Clear Peak's Shade Tower,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002112,Clear Pinefrost Tower,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002113,Clear Pinemoon Cave,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Haafingar Caves Volskygge And Night Hunter
OBJ-002114,Clear Pinepeak Cavern,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002115,Clear Pinewatch,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Southern Warm Corridor
OBJ-002116,Clear Ragnvald,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002117,Clear Raldbthar,location,clearable_location,main_route,placed_in_main_guide,2,audited_not_cleared_here | placed_in_guide,complete | staged_for_dark_brotherhood_raldbthar_bundle,Arkngthamz And The First Aetherium Shards | First Brotherhood Contracts And Muiri's Revenge
OBJ-002118,Clear Rannveig's Fast,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002119,Clear Raven Rock Mine,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-002120,Clear Ravenscar Hollow,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Haafingar Caves Volskygge And Night Hunter
OBJ-002121,Clear Reachcliff Cave,location,clearable_location,main_route,placed_in_main_guide,1,cleared_now,complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-002122,Clear Reachwater Rock,location,clearable_location,main_route,placed_in_main_guide,2,audited_not_entered_here | placed_in_guide,complete | staged_for_level_36_forbidden_legend_loop,Gauldur Legend Finale | Peryite's Shrine And Bthardamz
OBJ-002123,Clear Rebel's Cairn,location,clearable_location,main_route,placed_in_main_guide,1,conditional_cleared_if_red_eagle_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-002124,Clear Red Eagle Redoubt,location,clearable_location,main_route,placed_in_main_guide,1,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-002125,Clear Red Road Pass,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-002126,Clear Redoran's Retreat,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002127,Clear Redwater Den,location,clearable_location,main_route,placed_in_main_guide,3,audited_not_started_here | branch_temp_only | redistributed_or_gated,complete | main_continuity_still_pending | staged_for_dawnguard_or_vampire_branch,Dawnguard Fork And Volkihar Branch | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Riften Thaneship Frost And Rift Roads
OBJ-002128,Clear Refugees' Rest,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads
OBJ-002129,Clear Rift Watchtower,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002130,Clear Rimerock Burrow,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002131,Clear Riverside Shack,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads
OBJ-002132,Clear Roadside Ruins,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Bittercup, The Pit, And Fortunate Son"
OBJ-002133,Clear Robber's Gorge,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Vampire Lord Mastery and Rising at Dawn Closeout
OBJ-002134,Clear Ruins of Bthalft,location,clearable_location,main_route,placed_in_main_guide,5,aetherium_pedestal_held_after_location_clear | completed_in_guide | placed_with_delayed_closeout | tb044_closed,complete | location_complete_pedestal_staged,"Arkngthamz And The First Aetherium Shards | Mzulft And The Winterhold Crisis | Southern Warm Corridor | Southern Warm Corridor and Dawnstar, Vaermina, and Cold-Weather Setup | Southern Warm Corridor or Dawnstar, Vaermina, and Cold-Weather Setup"
OBJ-002135,Clear Ruins of Rkund,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002136,Clear Saarthal,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal"
OBJ-002137,Clear Saering's Watch,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-002138,Clear Secunda's Kiss,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002139,Clear Serpent's Bluff Redoubt,location,clearable_location,main_route,placed_in_main_guide,1,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-002140,Clear Shadowgreen Cavern,location,clearable_location,main_route,placed_in_main_guide,2,audited_not_routed_here | redistributed_or_gated,complete | staged_for_noster_target_aware_route,Haafingar Caves Volskygge And Night Hunter | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002141,Reconcile Shalidor's Maze Cleared Marker,location,secondary_marker,appendix,placed_in_main_guide,1,secondary_marker_reconciled,complete,Labyrinthian And The Eye Of Magnus
OBJ-002142,Clear Shearpoint,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002143,Clear Shimmermist Cave,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002144,Clear Shriekwind Bastion,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002145,Clear Shroud Hearth Barrow,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Southern Warm Corridor
OBJ-002146,Clear Shrouded Grove,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002147,Clear Sightless Pit,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002148,Clear Silent Moons Camp,location,clearable_location,main_route,placed_in_main_guide,1,completed_level_8_plus,complete,Halted Stream And Silent Moons Level Gate
OBJ-002149,Clear Silverdrift Lair,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002150,Clear Skuldafn,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,World-Eater's Eyrie and Dragonslayer
OBJ-002151,Clear Skyborn Altar,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002152,Clear Skybound Watch Pass,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002153,Clear Skytemple Ruins,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002154,Clear Sleeping Tree Camp,location,clearable_location,main_route,placed_in_main_guide,2,redistributed_or_gated | western_road_audited_not_routed,complete | staged_for_later_giant_camp_and_ysolda_loop,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Saadia First Horse And Western Road Support
OBJ-002155,Clear Snapleg Cave,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002156,Clear Snow Veil Sanctum,location,clearable_location,main_route,placed_in_main_guide,1,discovered_entered_now,complete_with_clear_exception,Goldenglow Honningbrew Solitude And Snow Veil
OBJ-002157,Clear Snowclad Ruins,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-002158,Clear Snowpoint Beacon,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002159,Clear Southfringe Sanctum,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002160,Clear Steamcrag Camp,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002161,Clear Steepfall Burrow,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002162,Clear Stendarr's Beacon,location,clearable_location,main_route,placed_in_main_guide,2,audited_not_routed_here | redistributed_or_gated,complete | staged_for_later_location_clear_policy,Dawnguard Fork And Volkihar Branch | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002163,Clear Stillborn Cave,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002164,Clear Stonehill Bluff,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-002165,Clear Stony Creek Cave,location,clearable_location,main_route,placed_in_main_guide,2,not_routed_here | placed_in_guide,complete | staged_for_bards_and_collectible_bundle,Bards College Lost Library And Instrument Roads | Windhelm Follow-Up And Eastmarch Roads
OBJ-002166,Clear Sun Stone,location,clearable_location,main_route,placed_in_main_guide,2,held_for_later | placed_in_guide,complete | held_for_tel_mithryn_route,"Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim"
OBJ-002167,Reconcile Sundered Towers Cleared Marker,location,secondary_marker,appendix,placed_in_main_guide,1,audited_secondary_marker,not_independent_route_objective,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002168,Clear Sunderstone Gorge,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002169,Clear Swindler's Den,location,clearable_location,main_route,unresolved,2,discovered_and_quest_swept_clear_tag_unresolved | redistributed_or_gated,complete | needs_route_resolution_clear_state,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Saadia First Horse And Western Road Support
OBJ-002170,Clear Talking Stone Camp,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002171,Clear Temple of Miraak,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-002172,Clear The Katariah,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-002173,Clear Tolvald's Cave,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002174,Clear Traitor's Post,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002175,Clear Treva's Watch,location,clearable_location,main_route,placed_in_main_guide,1,completed_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002176,Clear Tumble Arch Pass,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-002177,Clear Uttering Hills Cave,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-002178,Clear Vahlok's Tomb,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-002179,Clear Valtheim Towers,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002180,Clear Valthume,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002181,Clear Volskygge,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Haafingar Caves Volskygge And Night Hunter
OBJ-002182,Clear Volunruud,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination"
OBJ-002183,Clear Water Stone,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-002184,Clear Weynon Stones,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002185,Clear White Ridge Barrow,location,clearable_location,main_route,placed_in_main_guide,4,held_for_later | placed_in_guide,complete | held_for_lost_knowledge | held_for_lost_knowledge_white_ridge | held_for_tel_mithryn_black_book_route,"Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez | Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-002186,Clear White River Watch,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002187,Clear Widow's Watch Ruins,location,clearable_location,main_route,placed_in_main_guide,1,visited_in_guide_not_clearable_vanilla,complete_with_clear_tag_caveat,Haafingar Caves Volskygge And Night Hunter
OBJ-002188,Clear Wind Stone,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-002189,Clear Windward Ruins,location,clearable_location,main_route,placed_in_main_guide,2,placed_in_guide | redistributed_or_gated,complete,"Dawnstar, Pale Blade, And Heljarchen | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump"
OBJ-002190,Clear Wolfskull Cave,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Solitude Coast Wild Horse And Wolfskull
OBJ-002191,Clear Wreck Of The Brinehammer,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002192,Clear Wreck of The Pride of Tel Vos,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002193,Clear Wreck of the Strident Squall,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-002194,Clear Wreck of the Winter War,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002195,Clear Yngol Barrow,location,clearable_location,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002196,Clear Yngvild,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-002197,Clear Yorgrim Overlook,location,clearable_location,main_route,placed_in_main_guide,2,not_routed_here | placed_in_guide,complete | staged_for_yorgrim_dragonscale_bundle,Windhelm Follow-Up And Eastmarch Roads | Windhelm Murder Investigation And White Phial
OBJ-002198,Clear Ysgramor's Tomb,location,clearable_location,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Companions Finale, Totems, And Beast-Blood Preservation"
OBJ-002199,Discover Abandoned Lodge,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002200,Discover Abandoned Shack,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-002201,Discover Alchemist's Shack,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,High-Risk AE Routes and Separate Worldspaces
OBJ-002202,Discover Ancestor Glade,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,Dawnguard Worldspaces
OBJ-002203,Discover Anga's Mill,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,First Brotherhood Contracts And Muiri's Revenge
OBJ-002204,Discover Angi's Camp,location,discoverable_non_clearable,main_route,placed_in_main_guide,3,audited_not_routed_here | placed_in_guide | redistributed_or_gated,complete | staged_for_late_archery_scholars_insight_route,Collectible Reconciliation | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor
OBJ-002205,Discover Anise's Cabin,location,discoverable_non_clearable,main_route,placed_in_main_guide,2,held_for_concrete_route_window | redistributed_or_gated,complete | staged_for_anise_cabin_bundle,Helgen Riverwood And First Survival Loop | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002206,Discover Ashfall's Tear,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,Ghosts Of The Tribunal And Trueflame
OBJ-002207,Discover Bard's Leap Summit,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002208,Discover Battle-Born Farm,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,completed_now,complete,Guardian Stones Cache And Whiterun Farm Loop
OBJ-002209,Discover Black-Briar Lodge,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,discovered_now,complete,Riften Thaneship Frost And Rift Roads
OBJ-002210,Discover Blackbone Isle,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002211,Discover Bloodchill Cavern,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002212,Discover Blue Palace,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil
OBJ-002213,Discover Brandy-Mug Farm,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Murder Investigation And White Phial
OBJ-002214,Discover Brinewater Grotto,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil
OBJ-002215,Discover Bujold's Retreat,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-002216,Discover Castle Volkihar,location,discoverable_non_clearable,main_route,placed_in_main_guide,2,placed_in_guide | redistributed_or_gated,complete,Dawnguard Fork And Volkihar Branch | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002217,Discover Castle Volkihar Balcony,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-002218,Discover Champion's Rest,location,discoverable_non_clearable,main_route,placed_in_main_guide,1,placed_in_guide,complete,High-Risk AE Routes and Separate Worldspaces
