selection_id,selection_type,source_record_id,objective_id,name,subcategory,route_block,selection_status,selected_source,source_location,source_detail,route_timing,prerequisites_or_inputs,avoid_until,validation_owner,source_note_refs,notes
PROGSEL-000435,alchemy_ingredient_source,ALCHEMY-000132,OBJ-002658,Dreugh Wax,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Weakness to Magic (1.5x, 1.56x) | Frenzy (2x, 2.14x) | Fortify Enchanting (2x, 2.14x) | Fortify Smithing (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell's dreughs or Cyrodiil's land dreughs. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000436,alchemy_ingredient_source,ALCHEMY-000133,OBJ-002659,Elytra Ichor,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Magicka (1.2x, 1.22x) | Invisibility (1.5x, 1.56x) | Slow (2x, 2.14x) | Fear (2x, 2.14x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000437,alchemy_ingredient_source,ALCHEMY-000134,OBJ-002660,Fire Petal,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Damage Health (1.5x, 1.56x) | Resist Fire (1.33x, 1.36x) | Spell Absorption | Paralysis (2x, 2.14x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000438,alchemy_ingredient_source,ALCHEMY-000135,OBJ-002661,Flame Stalk,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Health (1.2x, 1.22x) | Resist Frost (1.33x, 1.36x) | Weakness to Fire (1.33x, 1.36x) | Invisibility (1.5x, 1.56x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000439,alchemy_ingredient_source,ALCHEMY-000136,OBJ-002662,Fungus Stalk,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Magicka (1.2x, 1.22x) | Fortify Health (1.25x, 5x, 7.5x) | Fortify Stamina (1.25x, 5x, 7.5x) | Waterbreathing (1.6x, 1.67x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000440,alchemy_ingredient_source,ALCHEMY-000137,OBJ-002663,Glassfish,ae_creation,G14,fishing_source,fishing_source,not_listed,"Restore Magicka | Invisibility | Fortify Illusion (0.25x, 0.21x) | Fortify Persuasion",Acquire during TB-031F fishing/counter route and store for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Caught by Fishing in temperate lakes.
PROGSEL-000441,alchemy_ingredient_source,ALCHEMY-000138,OBJ-002664,Gnarl Bark,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Damage Health (1.5x, 1.56x) | Regenerate Health (1.2x, 1.22x) | Fortify Heavy Armor (1.5x, 1.56x) | Resist Fire (1.33x, 1.36x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000442,alchemy_ingredient_source,ALCHEMY-000139,OBJ-002665,Gold Kanet,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Paralysis (2x, 2.14x) | Ravage Health (1.5x, 3.34x) | Weakness to Frost (1.33x, 1.36x) | Fortify Smithing (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000443,alchemy_ingredient_source,ALCHEMY-000140,OBJ-002666,Goldfish,ae_creation,G14,fishing_source,fishing_source,None,Restore Stamina | Fortify Heavy Armor | Waterbreathing | Resist Frost,Acquire during TB-031F fishing/counter route and store for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Caught by Fishing in temperate lakes in clear weather or in the ponds found in some clearings.
PROGSEL-000444,alchemy_ingredient_source,ALCHEMY-000141,OBJ-002667,Green Butterfly Wing,ae_creation,G14,route_harvest,route_harvest,not_listed,"Restore Magicka | Fear | Slow (6x, 0.57x) | Invisibility",Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested by Saints & Seducers.
PROGSEL-000445,alchemy_ingredient_source,ALCHEMY-000142,OBJ-002668,Hackle-Lo Leaf,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Stamina (1.2x, 1.22x) | Paralysis (2x, 2.14x) | Waterbreathing (1.6x, 1.67x) | Fortify Restoration (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000446,alchemy_ingredient_source,ALCHEMY-000143,OBJ-002669,Harrada,ae_creation,G14,route_harvest,route_harvest,not_listed,"Damage Health (2x, 2.14x) | Damage Magicka (1.33x, 1.36x) | Paralysis | Damage Magicka Regen",Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from the Deadlands, if one has The Cause to go there."
PROGSEL-000447,alchemy_ingredient_source,ALCHEMY-000144,OBJ-002670,Heart of Order,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Health (1.2x, 1.22x) | Fortify Health (1.25x, 5x, 7.5x) | Fortify One-handed (1.25x, 1.27x) | Fortify Two-handed (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles during a Greymarch. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000448,alchemy_ingredient_source,ALCHEMY-000145,OBJ-002671,Hunger Tongue,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Weakness to Fire (1.33x, 2x, 2.93x) | Cure Disease (0.36x) | Cure Poison | Fortify Magicka (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000449,alchemy_ingredient_source,ALCHEMY-000146,OBJ-002672,Hydnum Azure Giant Spore,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Resist Frost (1.33x, 1.36x) | Fortify Health (1.25x, 5x, 7.5x) | Regenerate Health (1.2x, 1.22x) | Light",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000450,alchemy_ingredient_source,ALCHEMY-000147,OBJ-002673,Hypha Facia,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Weakness to Poison (1.5x, 1.56x) | Frenzy (2x, 2.14x) | Ravage Stamina (1.5x, 3.34x) | Resist Magic (2x, 2.14x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000451,alchemy_ingredient_source,ALCHEMY-000148,OBJ-002674,Imp Gall,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Damage Health (1.5x, 1.56x) | Weakness to Fire (1.33x, 1.36x) | Fortify Barter (2x, 2.14x) | Cure Poison",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000452,alchemy_ingredient_source,ALCHEMY-000149,OBJ-002675,Ironwood Fruit,ae_creation,G14,route_harvest,route_harvest,not_listed,Restore Health | Resist Fire | Damage Stamina | Restore Magicka,Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested from the Ironwood Trees found in Iron Tusk Cave.
PROGSEL-000453,alchemy_ingredient_source,ALCHEMY-000150,OBJ-002676,Juvenile Mudcrab,ae_creation,G14,fishing_source,fishing_source,not_listed,Regenerate Stamina | Fortify Carry Weight | Cure Disease | Fortify Two-handed,Acquire during TB-031F fishing/counter route and store for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Caught by Fishing on the surface.
PROGSEL-000454,alchemy_ingredient_source,ALCHEMY-000151,OBJ-002677,Kagouti Hide,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Lingering Damage Stamina (2x, 2.14x) | Night Eye | Fortify Carry Weight (1.25x, 1.27x) | Resist Shock (1.33x, 1.36x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000455,alchemy_ingredient_source,ALCHEMY-000152,OBJ-002678,Kresh Fiber,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Weakness to Magic (1.5x, 1.56x) | Slow (2x, 2.14x) | Fortify Sneak (1.25x, 1.27x) | Fortify Pickpocket (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000456,alchemy_ingredient_source,ALCHEMY-000153,OBJ-002679,Lichor,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Magicka (1.2x, 1.22x) | Regenerate Magicka (1.2x, 1.22x) | Fortify Magicka (1.25x, 1.27x) | Spell Absorption",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Mankar Camoran's destroyed realm of Oblivion. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000457,alchemy_ingredient_source,ALCHEMY-000154,OBJ-002680,Luminous Russula,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Lingering Damage Stamina (2x, 2.14x) | Lingering Damage Health (2x, 2.14x) | Waterbreathing (1.6x, 1.67x) | Fear (2x, 2.14x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000458,alchemy_ingredient_source,ALCHEMY-000155,OBJ-002681,Lyretail Anthias,ae_creation,G14,fishing_source,fishing_source,not_listed,Restore Magicka | Fortify Alteration | Fortify Conjuration | Fortify Carry Weight,Acquire during TB-031F fishing/counter route and store for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Caught by Fishing in temperate streams and at Evergreen Grove.
PROGSEL-000459,alchemy_ingredient_source,ALCHEMY-000156,OBJ-002682,Marshmerrow,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Health (1.2x, 1.22x) | Fortify Carry Weight (1.25x, 1.27x) | Weakness to Magic (1.5x, 1.56x) | Damage Stamina (1.33x, 1.36x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000460,alchemy_ingredient_source,ALCHEMY-000157,OBJ-002683,Minotaur Horn,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Resist Poison (1.25x, 1.27x) | Damage Magicka Regen (2x, 2.14x) | Regenerate Health (1.2x, 1.22x) | Regenerate Magicka (1.2x, 1.22x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000461,alchemy_ingredient_source,ALCHEMY-000158,OBJ-002684,Mort Flesh,ae_creation,G14,route_harvest,route_harvest,None,Damage Health | Damage Magicka | Damage Magicka Regen | Frenzy,Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Cyrodiil. Dropped by the zombies from Plague of the Dead.
PROGSEL-000462,alchemy_ingredient_source,ALCHEMY-000159,OBJ-002685,Nightshade,ae_creation,G14,route_harvest,route_harvest,None,Damage Health | Damage Magicka Regen | Lingering Damage Stamina | Fortify Destruction (0.8x),Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,A variant of the regular Nightshade that has one less leaf on its stem.
PROGSEL-000463,alchemy_ingredient_source,ALCHEMY-000160,OBJ-002686,Ogre's Teeth,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Weakness to Shock (1.33x, 1.36x) | Resist Poison (1.25x, 1.27x) | Lingering Damage Magicka (2x, 2.12x) | Regenerate Health (1.2x, 1.22x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000464,alchemy_ingredient_source,ALCHEMY-000161,OBJ-002687,Pearlfish,ae_creation,G14,fishing_source,fishing_source,not_listed,Restore Stamina | Resist Frost | Fortify Smithing | Fortify One-handed,Acquire during TB-031F fishing/counter route and store for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Caught by Fishing in temperate lakes and streams in rainy weather.
PROGSEL-000465,alchemy_ingredient_source,ALCHEMY-000162,OBJ-002688,Purple Butterfly Wing,ae_creation,G14,route_harvest,route_harvest,not_listed,Regenerate Health | Regenerate Magicka | Regenerate Stamina | Paralysis,Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested by Saints & Seducers.
PROGSEL-000466,alchemy_ingredient_source,ALCHEMY-000163,OBJ-002689,Pygmy Sunfish,ae_creation,G14,fishing_source,fishing_source,not_listed,Restore Stamina | Lingering Damage Magicka | Damage Magicka Regen | Fortify Restoration,Acquire during TB-031F fishing/counter route and store for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Caught by Fishing in temperate lakes in rainy weather.
PROGSEL-000467,alchemy_ingredient_source,ALCHEMY-000164,OBJ-002690,Red Kelp Gas Bladder,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Regenerate Stamina (1.2x, 1.22x) | Waterbreathing (1.6x, 1.67x) | Cure Disease (0.36x) | Fortify Magicka (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000468,alchemy_ingredient_source,ALCHEMY-000165,OBJ-002691,Redwort Flower,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Resist Frost (1.33x, 1.36x) | Cure Poison | Damage Health (1.5x, 1.56x) | Invisibility (1.5x, 1.56x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000469,alchemy_ingredient_source,ALCHEMY-000166,OBJ-002692,Roobrush,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Weakness to Magic (1.5x, 1.56x) | Fortify Sneak (1.25x, 1.27x) | Lingering Damage Health (2x, 2.14x) | Cure Poison",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000470,alchemy_ingredient_source,ALCHEMY-000167,OBJ-002693,Rot Scale,ae_creation,G14,route_harvest,route_harvest,not_listed,"Slow (3x, 0.26x) | Lingering Damage Health (3x, 3.34x) | Fear (0.16x, 0.14x) | Paralysis",Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles.
PROGSEL-000471,alchemy_ingredient_source,ALCHEMY-000168,OBJ-002694,Saltrice,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Stamina (1.2x, 1.22x) | Fortify Magicka (1.25x, 1.27x) | Damage Stamina Regen (2x, 2.14x) | Restore Health (1.2x, 1.22x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Morrowind. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000472,alchemy_ingredient_source,ALCHEMY-000169,OBJ-002695,Scalon Fin,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Waterbreathing (1.6x, 1.67x) | Damage Health (1.5x, 1.56x) | Lingering Damage Magicka (2x, 2.14x) | Damage Magicka Regen (2x, 2.14x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000473,alchemy_ingredient_source,ALCHEMY-000170,OBJ-002696,Screaming Maw,ae_creation,G14,route_harvest,route_harvest,not_listed,"Regenerate Magicka (4x, 0.2x, 0.78x) | Fortify Alteration (1.25x 1.27x) | Invisibility (0.25x, 0.22x) | Regenerate Health (4x, 0.03x, 0.11x)",Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from the Shivering Isles. Harvested by Saints & Seducers.
PROGSEL-000474,alchemy_ingredient_source,ALCHEMY-000171,OBJ-002697,Scrib Jelly,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Regenerate Magicka (1.2x, 1.22x) | Cure Poison | Cure Disease (0.36x) | Regenerate Stamina (1.2x, 1.22x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000475,alchemy_ingredient_source,ALCHEMY-000172,OBJ-002698,Scrib Jerky,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Restore Stamina (1.2x, 1.22x) | Fortify Stamina (1.25x, 1.27x) | Paralysis (2x, 2.14x) | Waterbreathing (1.6x, 1.67x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
PROGSEL-000476,alchemy_ingredient_source,ALCHEMY-000173,OBJ-002699,Sload Soap,ae_creation,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,not_listed,"Resist Fire (1.33x, 1.36x) | Fear (2x, 2.14x) | Fortify Conjuration (1.2x, 1.22x) | Fortify Alteration (1.25x, 1.27x)",Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Popular in Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.
