alchemy_record_id,objective_id,ingredient_name,ingredient_variant,ingredient_section,source_content,source_page,source_id,form_id,effect_1,effect_2,effect_3,effect_4,value,weight,merchant_availability,garden_planting,source_note,content_scope_note,discovery_policy,route_treatment,citations,notes
ALCHEMY-000163,OBJ-002689,Pygmy Sunfish,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008ED,Restore Stamina,Lingering Damage Magicka,Damage Magicka Regen,Fortify Restoration,2,0.25,not_listed,not_listed,Caught by Fishing in temperate lakes in rainy weather.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000164,OBJ-002690,Red Kelp Gas Bladder,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 817,"Regenerate Stamina (1.2x, 1.22x)","Waterbreathing (1.6x, 1.67x)",Cure Disease (0.36x),"Fortify Magicka (1.25x, 1.27x)",20,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000165,OBJ-002691,Redwort Flower,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 818,"Resist Frost (1.33x, 1.36x)",Cure Poison,"Damage Health (1.5x, 1.56x)","Invisibility (1.5x, 1.56x)",25,0.1,not_listed,not_listed,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000166,OBJ-002692,Roobrush,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 819,"Weakness to Magic (1.5x, 1.56x)","Fortify Sneak (1.25x, 1.27x)","Lingering Damage Health (2x, 2.14x)",Cure Poison,20,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000167,OBJ-002693,Rot Scale,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,01 00306D,"Slow (3x, 0.26x)","Lingering Damage Health (3x, 3.34x)","Fear (0.16x, 0.14x)",Paralysis,20,0.1,not_listed,not_listed,Originating from the Shivering Isles.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000168,OBJ-002694,Saltrice,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 81A,"Restore Stamina (1.2x, 1.22x)","Fortify Magicka (1.25x, 1.27x)","Damage Stamina Regen (2x, 2.14x)","Restore Health (1.2x, 1.22x)",6,0.1,not_listed,not_listed,Originating from Morrowind. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000169,OBJ-002695,Scalon Fin,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 81B,"Waterbreathing (1.6x, 1.67x)","Damage Health (1.5x, 1.56x)","Lingering Damage Magicka (2x, 2.14x)","Damage Magicka Regen (2x, 2.14x)",25,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000170,OBJ-002696,Screaming Maw,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,01 00306E,"Regenerate Magicka (4x, 0.2x, 0.78x)",Fortify Alteration (1.25x 1.27x),"Invisibility (0.25x, 0.22x)","Regenerate Health (4x, 0.03x, 0.11x)",20,0.1,not_listed,not_listed,Originating from the Shivering Isles. Harvested by Saints & Seducers.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000171,OBJ-002697,Scrib Jelly,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 81C,"Regenerate Magicka (1.2x, 1.22x)",Cure Poison,Cure Disease (0.36x),"Regenerate Stamina (1.2x, 1.22x)",20,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000172,OBJ-002698,Scrib Jerky,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 81D,"Restore Stamina (1.2x, 1.22x)","Fortify Stamina (1.25x, 1.27x)","Paralysis (2x, 2.14x)","Waterbreathing (1.6x, 1.67x)",15,0.2,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000173,OBJ-002699,Sload Soap,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 81E,"Resist Fire (1.33x, 1.36x)","Fear (2x, 2.14x)","Fortify Conjuration (1.2x, 1.22x)","Fortify Alteration (1.25x, 1.27x)",30,0.1,not_listed,not_listed,Popular in Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000174,OBJ-002700,Spadefish,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008F3,Restore Health,Fortify Lockpicking,Fortify Pickpocket,Cure Disease,15,0.25,not_listed,not_listed,"Caught by Fishing in temperate streams on sunny days, in the Eldergleam Sanctuary, and in the Evergreen Grove.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000175,OBJ-002701,Spiddal Stick,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 024C15,"Damage Health (2x, 2.14x)","Damage Magicka (1.33x, 1.36x)",Weakness to Fire,"Restore Stamina (0.4x, 0.36x)",25,0.1,not_listed,not_listed,"Harvested from the Deadlands, if one has The Cause to go there.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000176,OBJ-002702,Steel-Blue Entoloma,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 832,Restore Magicka,Fortify Destruction,Resist Frost,Fortify Carry Weight,2,0.1,Khajiit Traders,3,Originating from Cyrodiil. Useful to con goblins.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000177,OBJ-002703,Stoneflower Petals,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 81F,"Weakness to Shock (1.33x, 1.36x)","Fortify One-handed (1.25x, 1.27x)","Fortify Magicka (1.25x, 1.27x)","Fortify Enchanting (2x, 2.14x)",15,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000178,OBJ-002704,Thorn Hook,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,01 00306F,Lingering Damage Health,Paralysis,"Regenerate Magicka (0.6x, 0.6x, 0.32x)","Regenerate Health (0.6x, 0.6x, 0.32x)",20,0.1,not_listed,not_listed,Originating from the Shivering Isles. Harvested by Saints & Seducers.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000179,OBJ-002705,Void Essence,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 820,"Restore Health (1.2x, 1.22x)","Fortify Health (1.25x, 5x, 7.5x)","Fortify Stamina (1.25x, 5x, 7.5x)","Regenerate Health (1.2x, 1.22x)",60,0.2,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000180,OBJ-002706,Watcher's Eye,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 821,Night Eye,"Fortify Magicka (1.25x, 1.27x)","Fortify Illusion (5x, 5.87x)",Spell Absorption,9,0.2,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000181,OBJ-002707,Wild Grass Pod,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 019D3A,Resist Poison,Ravage Magicka,Fortify Alteration,Restore Magicka,1,0.1,None,not_listed,"Growing near the entrance to the Runoff Caverns, made wild by Forgotten Seasons.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000182,OBJ-002708,Wisp Stalk Caps,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 823,"Damage Health (1.5x, 1.56x)","Weakness to Poison (1.5x, 1.56x)","Frenzy (2x, 2.14x)","Regenerate Stamina (1.2x, 1.22x)",20,0.1,not_listed,not_listed,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000183,OBJ-002709,Withering Moon,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 824,"Restore Magicka (1.2x, 1.22x)",Spell Absorption,"Fortify Light Armor (1.5x, 1.56x)",Cure Disease (0.36x),5,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000184,OBJ-002710,Worm's Head Cap,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 825,"Fortify Lockpicking (1.5x, 1.56x)",Night Eye,"Fortify Carry Weight (1.25x, 1.27x)","Slow (2x, 2.14x)",30,0.2,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000185,OBJ-002711,Berit's Ashes,,quest,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0705b7,Damage Stamina,Resist Fire,Fortify Conjuration,Ravage Stamina,5,0.2,None,not_applicable,This ingredient is given as a quest item. Its effects are all identical to standard Bone Meal.,Quest ingredient; exact acquisition window and consumption policy deferred.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Quest-state handling deferred to conflict and crafting-planning passes."
ALCHEMY-000186,OBJ-002712,Corrupted Human Heart,,quest,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 85B,Damage Health,Damage Magicka,Damage Magicka Regen,Frenzy,0,1,None,not_applicable,The heart of a cursed Spell Knight.,Quest ingredient; exact acquisition window and consumption policy deferred.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Quest-state handling deferred to conflict and crafting-planning passes."
ALCHEMY-000187,OBJ-002713,Farengar's Frost Salt,,quest,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad5f,Weakness to Fire,Resist Frost,Restore Magicka,Fortify Conjuration,100,0.25,None,not_applicable,"This ingredient is given as a quest item. It is identical to standard Frost Salts, except for its name.",Quest ingredient; exact acquisition window and consumption policy deferred.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Quest-state handling deferred to conflict and crafting-planning passes."
ALCHEMY-000188,OBJ-002714,Fine-Cut Void Salts,,quest,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad60,Weakness to Shock,Resist Magic,Damage Health,Fortify Magicka,125,0.2,None,not_applicable,"This ingredient is given as a quest item. It is identical to standard Void Salts, except for its name.",Quest ingredient; exact acquisition window and consumption policy deferred.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Quest-state handling deferred to conflict and crafting-planning passes."
ALCHEMY-000189,OBJ-002715,Jarrin Root,,quest,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 01bcbc,Damage Health (100x),Damage Magicka,Damage Stamina,Damage Magicka Regen,10,0.5,None,not_applicable,You may only receive this ingredient once during the Dark Brotherhood quest line.,Quest ingredient; exact acquisition window and consumption policy deferred.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Quest-state handling deferred to conflict and crafting-planning passes."
ALCHEMY-000190,OBJ-002716,Simon Rodayne's Heart,,quest,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 85D,Damage Health,Damage Magicka,Damage Magicka Regen,Frenzy,0,1,None,not_applicable,"The heart of a fallen Spell Knight, purified of corruption.",Quest ingredient; exact acquisition window and consumption policy deferred.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Quest-state handling deferred to conflict and crafting-planning passes."
